2025-11-03T00:03:27.858Z | server_start | {"name":"redis-mcp-server","version":"1.0.0","logDir":"./logs","logFile":"logs/mcp-redis.log"} | SUCCESS | RESPONSE: {"status":"started"}
2025-11-08T15:12:57.223Z | redis_connection_test | {"host":"localhost","port":6379,"hasPassword":false} | SUCCESS | RESPONSE: {"status":"success"}
2025-11-08T15:12:57.223Z | notifications/initialized | {} | SUCCESS | RESPONSE: null
2025-11-08T15:12:57.224Z | tools/list | {} | SUCCESS | RESPONSE: {"tools":[{"name":"get_data","description":"Get data by key from Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to get data from"}},"required":["key"]}},{"name":"list_keys","description":"List Redis keys with optional pattern matching","inputSchema":{"type":"object","properties":{"pattern":{"type":"string","description":"Key pattern to match (default: *)"},"limit":{"type":"number","description":"Maximum number of keys to return (default: 100)"},"offset":{"type":"number","description":"Number of keys to skip (default: 0)"}}}},{"name":"exists_key","description":"Check if a key exists in Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to check"}},"required":["key"]}},{"name":"get_key_info","description":"Get detailed information about a key","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to get info for"}},"required":["key"]}},{"name":"get_redis_info","description":"Get Redis server information","inputSchema":{"type":"object","properties":{}}},{"name":"get_database_stats","description":"Get Redis database statistics","inputSchema":{"type":"object","properties":{}}},{"name":"get_memory_info","description":"Get Redis memory usage information","inputSchema":{"type":"object","properties":{}}},{"name":"test_connection","description":"Test Redis connection","inputSchema":{"type":"object","properties":{}}},{"name":"get_operation_logs","description":"Get operation logs","inputSchema":{"type":"object","properties":{"limit":{"type":"number","description":"Limit count, default 50"},"offset":{"type":"number","description":"Offset, default 0"}}}},{"name":"check_permissions","description":"Check Redis permissions for insert, update, delete, create and drop operations","inputSchema":{"type":"object","properties":{}}},{"name":"set_data","description":"Set/insert data for a key in Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to set data for"},"value":{"description":"Value to set for the key"},"ttl":{"type":"number","description":"Time to live in seconds (optional)"},"type":{"type":"string","description":"Data type: string, list, set, hash (default: string)"}},"required":["key","value"]}},{"name":"update_data","description":"Update existing data for a key in Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to update"},"value":{"description":"New value for the key"},"ttl":{"type":"number","description":"Time to live in seconds (optional)"}},"required":["key","value"]}},{"name":"delete_data","description":"Delete data by key from Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to delete"}},"required":["key"]}},{"name":"create_key","description":"Create a new key in Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to create"},"value":{"description":"Initial value for the key (default: empty string)"},"type":{"type":"string","description":"Data type: string, list, set, hash (default: string)"},"ttl":{"type":"number","description":"Time to live in seconds (optional)"}},"required":["key"]}},{"name":"drop_key","description":"Delete a key from Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to delete"}},"required":["key"]}},{"name":"rename_key","description":"Rename a key in Redis","inputSchema":{"type":"object","properties":{"oldKey":{"type":"string","description":"Current key name"},"newKey":{"type":"string","description":"New key name"}},"required":["oldKey","newKey"]}},{"name":"set_ttl","description":"Set time to live for a key","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to set TTL for"},"ttl":{"type":"number","description":"Time to live in seconds"}},"required":["key","ttl"]}},{"name":"remove_ttl","description":"Remove time to live from a key","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to remove TTL from"}},"required":["key"]}}],"environment":{"ALLOW_INSERT":true,"ALLOW_UPDATE":true,"ALLOW_DELETE":true,"ALLOW_CREATE":true,"ALLOW_DROP":true,"HOST":"localhost","PORT":"6379","PASSWORD":"none","serverInfo":{"name":"redis-mcp-server","version":"1.0.0"}}}
2025-11-08T15:16:04.078Z | SIGINT | {"signal":"SIGINT"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2025-11-08T15:16:04.081Z | SIGINT | {"signal":"SIGINT"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2025-11-08T15:16:04.083Z | connection_closed | {} | SUCCESS | RESPONSE: {"status":"closed"}
2025-11-08T15:16:11.269Z | server_start | {"name":"redis-mcp-server","version":"1.0.0","logDir":"./logs","logFile":"logs/mcp-redis.log"} | SUCCESS | RESPONSE: {"status":"started"}
2025-11-08T15:16:11.275Z | initialize | {"protocolVersion":"2025-06-18","capabilities":{"roots":{}},"clientInfo":{"name":"claude-code","version":"2.0.36"}} | SUCCESS | RESPONSE: null
2025-11-08T15:16:11.275Z | initialize | {"protocolVersion":"2025-06-18","capabilities":{"roots":{}},"clientInfo":{"name":"claude-code","version":"2.0.36"}} | SUCCESS | RESPONSE: {"protocolVersion":"2025-06-18","capabilities":{"tools":{"listChanged":false},"roots":{"listChanged":false}},"serverInfo":{"name":"redis-mcp-server","version":"1.0.0"}}
2025-11-08T15:16:11.301Z | redis_connection_test | {"host":"localhost","port":6379,"hasPassword":false} | SUCCESS | RESPONSE: {"status":"success"}
2025-11-08T15:16:11.301Z | notifications/initialized | {} | SUCCESS | RESPONSE: null
2025-11-08T15:16:11.301Z | tools/list | {} | SUCCESS | RESPONSE: {"tools":[{"name":"get_data","description":"Get data by key from Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to get data from"}},"required":["key"]}},{"name":"list_keys","description":"List Redis keys with optional pattern matching","inputSchema":{"type":"object","properties":{"pattern":{"type":"string","description":"Key pattern to match (default: *)"},"limit":{"type":"number","description":"Maximum number of keys to return (default: 100)"},"offset":{"type":"number","description":"Number of keys to skip (default: 0)"}}}},{"name":"exists_key","description":"Check if a key exists in Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to check"}},"required":["key"]}},{"name":"get_key_info","description":"Get detailed information about a key","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to get info for"}},"required":["key"]}},{"name":"get_redis_info","description":"Get Redis server information","inputSchema":{"type":"object","properties":{}}},{"name":"get_database_stats","description":"Get Redis database statistics","inputSchema":{"type":"object","properties":{}}},{"name":"get_memory_info","description":"Get Redis memory usage information","inputSchema":{"type":"object","properties":{}}},{"name":"test_connection","description":"Test Redis connection","inputSchema":{"type":"object","properties":{}}},{"name":"get_operation_logs","description":"Get operation logs","inputSchema":{"type":"object","properties":{"limit":{"type":"number","description":"Limit count, default 50"},"offset":{"type":"number","description":"Offset, default 0"}}}},{"name":"check_permissions","description":"Check Redis permissions for insert, update, delete, create and drop operations","inputSchema":{"type":"object","properties":{}}},{"name":"set_data","description":"Set/insert data for a key in Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to set data for"},"value":{"description":"Value to set for the key"},"ttl":{"type":"number","description":"Time to live in seconds (optional)"},"type":{"type":"string","description":"Data type: string, list, set, hash (default: string)"}},"required":["key","value"]}},{"name":"update_data","description":"Update existing data for a key in Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to update"},"value":{"description":"New value for the key"},"ttl":{"type":"number","description":"Time to live in seconds (optional)"}},"required":["key","value"]}},{"name":"delete_data","description":"Delete data by key from Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to delete"}},"required":["key"]}},{"name":"create_key","description":"Create a new key in Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to create"},"value":{"description":"Initial value for the key (default: empty string)"},"type":{"type":"string","description":"Data type: string, list, set, hash (default: string)"},"ttl":{"type":"number","description":"Time to live in seconds (optional)"}},"required":["key"]}},{"name":"drop_key","description":"Delete a key from Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to delete"}},"required":["key"]}},{"name":"rename_key","description":"Rename a key in Redis","inputSchema":{"type":"object","properties":{"oldKey":{"type":"string","description":"Current key name"},"newKey":{"type":"string","description":"New key name"}},"required":["oldKey","newKey"]}},{"name":"set_ttl","description":"Set time to live for a key","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to set TTL for"},"ttl":{"type":"number","description":"Time to live in seconds"}},"required":["key","ttl"]}},{"name":"remove_ttl","description":"Remove time to live from a key","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to remove TTL from"}},"required":["key"]}}],"environment":{"ALLOW_INSERT":true,"ALLOW_UPDATE":true,"ALLOW_DELETE":true,"ALLOW_CREATE":true,"ALLOW_DROP":true,"HOST":"localhost","PORT":"6379","PASSWORD":"none","serverInfo":{"name":"redis-mcp-server","version":"1.0.0"}}}
2025-11-08T16:00:37.171Z | SIGINT | {"signal":"SIGINT"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2025-11-08T16:00:37.174Z | SIGINT | {"signal":"SIGINT"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2025-11-08T16:00:37.175Z | connection_closed | {} | SUCCESS | RESPONSE: {"status":"closed"}
2025-11-08T16:00:43.329Z | server_start | {"name":"redis-mcp-server","version":"1.0.0","logDir":"./logs","logFile":"logs/mcp-redis.log"} | SUCCESS | RESPONSE: {"status":"started"}
2025-11-08T16:00:43.337Z | initialize | {"protocolVersion":"2025-06-18","capabilities":{"roots":{}},"clientInfo":{"name":"claude-code","version":"2.0.36"}} | SUCCESS | RESPONSE: null
2025-11-08T16:00:43.337Z | initialize | {"protocolVersion":"2025-06-18","capabilities":{"roots":{}},"clientInfo":{"name":"claude-code","version":"2.0.36"}} | SUCCESS | RESPONSE: {"protocolVersion":"2025-06-18","capabilities":{"tools":{"listChanged":false},"roots":{"listChanged":false}},"serverInfo":{"name":"redis-mcp-server","version":"1.0.0"}}
2025-11-08T16:00:45.231Z | SIGINT | {"signal":"SIGINT"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2025-11-08T16:00:45.236Z | SIGINT | {"signal":"SIGINT"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2025-11-08T16:00:45.236Z | connection_closed | {} | SUCCESS | RESPONSE: {"status":"closed"}
2025-11-08T16:03:33.258Z | server_start | {"name":"redis-mcp-server","version":"1.0.0","logDir":"./logs","logFile":"logs/mcp-redis.log"} | SUCCESS | RESPONSE: {"status":"started"}
2025-11-08T16:03:33.268Z | initialize | {"protocolVersion":"2025-06-18","capabilities":{"roots":{}},"clientInfo":{"name":"claude-code","version":"2.0.36"}} | SUCCESS | RESPONSE: null
2025-11-08T16:03:33.270Z | initialize | {"protocolVersion":"2025-06-18","capabilities":{"roots":{}},"clientInfo":{"name":"claude-code","version":"2.0.36"}} | SUCCESS | RESPONSE: {"protocolVersion":"2025-06-18","capabilities":{"tools":{"listChanged":false},"roots":{"listChanged":false}},"serverInfo":{"name":"redis-mcp-server","version":"1.0.0"}}
2025-11-08T16:03:33.418Z | redis_connection_test | {"host":"localhost","port":6379,"hasPassword":false} | SUCCESS | RESPONSE: {"status":"success"}
2025-11-08T16:03:33.418Z | notifications/initialized | {} | SUCCESS | RESPONSE: null
2025-11-08T16:03:33.418Z | tools/list | {} | SUCCESS | RESPONSE: {"tools":[{"name":"get_data","description":"Get data by key from Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to get data from"}},"required":["key"]}},{"name":"list_keys","description":"List Redis keys with optional pattern matching","inputSchema":{"type":"object","properties":{"pattern":{"type":"string","description":"Key pattern to match (default: *)"},"limit":{"type":"number","description":"Maximum number of keys to return (default: 100)"},"offset":{"type":"number","description":"Number of keys to skip (default: 0)"}}}},{"name":"exists_key","description":"Check if a key exists in Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to check"}},"required":["key"]}},{"name":"get_key_info","description":"Get detailed information about a key","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to get info for"}},"required":["key"]}},{"name":"get_redis_info","description":"Get Redis server information","inputSchema":{"type":"object","properties":{}}},{"name":"get_database_stats","description":"Get Redis database statistics","inputSchema":{"type":"object","properties":{}}},{"name":"get_memory_info","description":"Get Redis memory usage information","inputSchema":{"type":"object","properties":{}}},{"name":"test_connection","description":"Test Redis connection","inputSchema":{"type":"object","properties":{}}},{"name":"get_operation_logs","description":"Get operation logs","inputSchema":{"type":"object","properties":{"limit":{"type":"number","description":"Limit count, default 50"},"offset":{"type":"number","description":"Offset, default 0"}}}},{"name":"check_permissions","description":"Check Redis permissions for insert, update, delete, create and drop operations","inputSchema":{"type":"object","properties":{}}},{"name":"set_data","description":"Set/insert data for a key in Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to set data for"},"value":{"description":"Value to set for the key"},"ttl":{"type":"number","description":"Time to live in seconds (optional)"},"type":{"type":"string","description":"Data type: string, list, set, hash (default: string)"}},"required":["key","value"]}},{"name":"update_data","description":"Update existing data for a key in Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to update"},"value":{"description":"New value for the key"},"ttl":{"type":"number","description":"Time to live in seconds (optional)"}},"required":["key","value"]}},{"name":"delete_data","description":"Delete data by key from Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to delete"}},"required":["key"]}},{"name":"create_key","description":"Create a new key in Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to create"},"value":{"description":"Initial value for the key (default: empty string)"},"type":{"type":"string","description":"Data type: string, list, set, hash (default: string)"},"ttl":{"type":"number","description":"Time to live in seconds (optional)"}},"required":["key"]}},{"name":"drop_key","description":"Delete a key from Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to delete"}},"required":["key"]}},{"name":"rename_key","description":"Rename a key in Redis","inputSchema":{"type":"object","properties":{"oldKey":{"type":"string","description":"Current key name"},"newKey":{"type":"string","description":"New key name"}},"required":["oldKey","newKey"]}},{"name":"set_ttl","description":"Set time to live for a key","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to set TTL for"},"ttl":{"type":"number","description":"Time to live in seconds"}},"required":["key","ttl"]}},{"name":"remove_ttl","description":"Remove time to live from a key","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to remove TTL from"}},"required":["key"]}}],"environment":{"ALLOW_INSERT":true,"ALLOW_UPDATE":true,"ALLOW_DELETE":true,"ALLOW_CREATE":true,"ALLOW_DROP":true,"HOST":"localhost","PORT":"6379","PASSWORD":"none","serverInfo":{"name":"redis-mcp-server","version":"1.0.0"}}}
2025-11-08T16:03:34.019Z | SIGINT | {"signal":"SIGINT"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2025-11-08T16:03:34.025Z | connection_closed | {} | SUCCESS | RESPONSE: {"status":"closed"}
2025-11-08T16:04:09.378Z | server_start | {"name":"redis-mcp-server","version":"1.0.0","logDir":"./logs","logFile":"logs/mcp-redis.log"} | SUCCESS | RESPONSE: {"status":"started"}
2025-11-08T16:04:09.388Z | initialize | {"protocolVersion":"2025-06-18","capabilities":{"roots":{}},"clientInfo":{"name":"claude-code","version":"2.0.36"}} | SUCCESS | RESPONSE: null
2025-11-08T16:04:09.389Z | initialize | {"protocolVersion":"2025-06-18","capabilities":{"roots":{}},"clientInfo":{"name":"claude-code","version":"2.0.36"}} | SUCCESS | RESPONSE: {"protocolVersion":"2025-06-18","capabilities":{"tools":{"listChanged":false},"roots":{"listChanged":false}},"serverInfo":{"name":"redis-mcp-server","version":"1.0.0"}}
2025-11-08T16:04:09.449Z | redis_connection_test | {"host":"localhost","port":6379,"hasPassword":false} | SUCCESS | RESPONSE: {"status":"success"}
2025-11-08T16:04:09.449Z | notifications/initialized | {} | SUCCESS | RESPONSE: null
2025-11-08T16:04:09.449Z | tools/list | {} | SUCCESS | RESPONSE: {"tools":[{"name":"get_data","description":"Get data by key from Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to get data from"}},"required":["key"]}},{"name":"list_keys","description":"List Redis keys with optional pattern matching","inputSchema":{"type":"object","properties":{"pattern":{"type":"string","description":"Key pattern to match (default: *)"},"limit":{"type":"number","description":"Maximum number of keys to return (default: 100)"},"offset":{"type":"number","description":"Number of keys to skip (default: 0)"}}}},{"name":"exists_key","description":"Check if a key exists in Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to check"}},"required":["key"]}},{"name":"get_key_info","description":"Get detailed information about a key","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to get info for"}},"required":["key"]}},{"name":"get_redis_info","description":"Get Redis server information","inputSchema":{"type":"object","properties":{}}},{"name":"get_database_stats","description":"Get Redis database statistics","inputSchema":{"type":"object","properties":{}}},{"name":"get_memory_info","description":"Get Redis memory usage information","inputSchema":{"type":"object","properties":{}}},{"name":"test_connection","description":"Test Redis connection","inputSchema":{"type":"object","properties":{}}},{"name":"get_operation_logs","description":"Get operation logs","inputSchema":{"type":"object","properties":{"limit":{"type":"number","description":"Limit count, default 50"},"offset":{"type":"number","description":"Offset, default 0"}}}},{"name":"check_permissions","description":"Check Redis permissions for insert, update, delete, create and drop operations","inputSchema":{"type":"object","properties":{}}},{"name":"set_data","description":"Set/insert data for a key in Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to set data for"},"value":{"description":"Value to set for the key"},"ttl":{"type":"number","description":"Time to live in seconds (optional)"},"type":{"type":"string","description":"Data type: string, list, set, hash (default: string)"}},"required":["key","value"]}},{"name":"update_data","description":"Update existing data for a key in Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to update"},"value":{"description":"New value for the key"},"ttl":{"type":"number","description":"Time to live in seconds (optional)"}},"required":["key","value"]}},{"name":"delete_data","description":"Delete data by key from Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to delete"}},"required":["key"]}},{"name":"create_key","description":"Create a new key in Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to create"},"value":{"description":"Initial value for the key (default: empty string)"},"type":{"type":"string","description":"Data type: string, list, set, hash (default: string)"},"ttl":{"type":"number","description":"Time to live in seconds (optional)"}},"required":["key"]}},{"name":"drop_key","description":"Delete a key from Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to delete"}},"required":["key"]}},{"name":"rename_key","description":"Rename a key in Redis","inputSchema":{"type":"object","properties":{"oldKey":{"type":"string","description":"Current key name"},"newKey":{"type":"string","description":"New key name"}},"required":["oldKey","newKey"]}},{"name":"set_ttl","description":"Set time to live for a key","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to set TTL for"},"ttl":{"type":"number","description":"Time to live in seconds"}},"required":["key","ttl"]}},{"name":"remove_ttl","description":"Remove time to live from a key","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to remove TTL from"}},"required":["key"]}}],"environment":{"ALLOW_INSERT":true,"ALLOW_UPDATE":true,"ALLOW_DELETE":true,"ALLOW_CREATE":true,"ALLOW_DROP":true,"HOST":"localhost","PORT":"6379","PASSWORD":"none","serverInfo":{"name":"redis-mcp-server","version":"1.0.0"}}}
2025-11-08T16:14:32.608Z | SIGINT | {"signal":"SIGINT"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2025-11-08T16:14:32.611Z | connection_closed | {} | SUCCESS | RESPONSE: {"status":"closed"}
2025-11-08T16:14:38.752Z | server_start | {"name":"redis-mcp-server","version":"1.0.0","logDir":"./logs","logFile":"logs/mcp-redis.log"} | SUCCESS | RESPONSE: {"status":"started"}
2025-11-08T16:14:38.760Z | initialize | {"protocolVersion":"2025-06-18","capabilities":{"roots":{}},"clientInfo":{"name":"claude-code","version":"2.0.36"}} | SUCCESS | RESPONSE: null
2025-11-08T16:14:38.760Z | initialize | {"protocolVersion":"2025-06-18","capabilities":{"roots":{}},"clientInfo":{"name":"claude-code","version":"2.0.36"}} | SUCCESS | RESPONSE: {"protocolVersion":"2025-06-18","capabilities":{"tools":{"listChanged":false},"roots":{"listChanged":false}},"serverInfo":{"name":"redis-mcp-server","version":"1.0.0"}}
2025-11-08T16:14:38.781Z | redis_connection_test | {"host":"localhost","port":6379,"hasPassword":false} | SUCCESS | RESPONSE: {"status":"success"}
2025-11-08T16:14:38.782Z | notifications/initialized | {} | SUCCESS | RESPONSE: null
2025-11-08T16:14:38.783Z | tools/list | {} | SUCCESS | RESPONSE: {"tools":[{"name":"get_data","description":"Get data by key from Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to get data from"}},"required":["key"]}},{"name":"list_keys","description":"List Redis keys with optional pattern matching","inputSchema":{"type":"object","properties":{"pattern":{"type":"string","description":"Key pattern to match (default: *)"},"limit":{"type":"number","description":"Maximum number of keys to return (default: 100)"},"offset":{"type":"number","description":"Number of keys to skip (default: 0)"}}}},{"name":"exists_key","description":"Check if a key exists in Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to check"}},"required":["key"]}},{"name":"get_key_info","description":"Get detailed information about a key","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to get info for"}},"required":["key"]}},{"name":"get_redis_info","description":"Get Redis server information","inputSchema":{"type":"object","properties":{}}},{"name":"get_database_stats","description":"Get Redis database statistics","inputSchema":{"type":"object","properties":{}}},{"name":"get_memory_info","description":"Get Redis memory usage information","inputSchema":{"type":"object","properties":{}}},{"name":"test_connection","description":"Test Redis connection","inputSchema":{"type":"object","properties":{}}},{"name":"get_operation_logs","description":"Get operation logs","inputSchema":{"type":"object","properties":{"limit":{"type":"number","description":"Limit count, default 50"},"offset":{"type":"number","description":"Offset, default 0"}}}},{"name":"check_permissions","description":"Check Redis permissions for insert, update, delete, create and drop operations","inputSchema":{"type":"object","properties":{}}},{"name":"set_data","description":"Set/insert data for a key in Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to set data for"},"value":{"description":"Value to set for the key"},"ttl":{"type":"number","description":"Time to live in seconds (optional)"},"type":{"type":"string","description":"Data type: string, list, set, hash (default: string)"}},"required":["key","value"]}},{"name":"update_data","description":"Update existing data for a key in Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to update"},"value":{"description":"New value for the key"},"ttl":{"type":"number","description":"Time to live in seconds (optional)"}},"required":["key","value"]}},{"name":"delete_data","description":"Delete data by key from Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to delete"}},"required":["key"]}},{"name":"create_key","description":"Create a new key in Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to create"},"value":{"description":"Initial value for the key (default: empty string)"},"type":{"type":"string","description":"Data type: string, list, set, hash (default: string)"},"ttl":{"type":"number","description":"Time to live in seconds (optional)"}},"required":["key"]}},{"name":"drop_key","description":"Delete a key from Redis","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to delete"}},"required":["key"]}},{"name":"rename_key","description":"Rename a key in Redis","inputSchema":{"type":"object","properties":{"oldKey":{"type":"string","description":"Current key name"},"newKey":{"type":"string","description":"New key name"}},"required":["oldKey","newKey"]}},{"name":"set_ttl","description":"Set time to live for a key","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to set TTL for"},"ttl":{"type":"number","description":"Time to live in seconds"}},"required":["key","ttl"]}},{"name":"remove_ttl","description":"Remove time to live from a key","inputSchema":{"type":"object","properties":{"key":{"type":"string","description":"Redis key to remove TTL from"}},"required":["key"]}}],"environment":{"ALLOW_INSERT":true,"ALLOW_UPDATE":true,"ALLOW_DELETE":true,"ALLOW_CREATE":true,"ALLOW_DROP":true,"HOST":"localhost","PORT":"6379","PASSWORD":"none","serverInfo":{"name":"redis-mcp-server","version":"1.0.0"}}}
2025-11-08T16:16:20.739Z | SIGINT | {"signal":"SIGINT"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2025-11-08T16:16:20.743Z | connection_closed | {} | SUCCESS | RESPONSE: {"status":"closed"}
2025-11-08T16:16:26.159Z | server_start | {"name":"redis-mcp-server","version":"1.0.0","logDir":"./logs","logFile":"logs/mcp-redis.log"} | SUCCESS | RESPONSE: {"status":"started"}
2025-11-08T16:16:26.168Z | initialize | {"protocolVersion":"2025-06-18","capabilities":{"roots":{}},"clientInfo":{"name":"claude-code","version":"2.0.36"}} | SUCCESS | RESPONSE: null
2025-11-08T16:16:26.168Z | initialize | {"protocolVersion":"2025-06-18","capabilities":{"roots":{}},"clientInfo":{"name":"claude-code","version":"2.0.36"}} | SUCCESS | RESPONSE: {"protocolVersion":"2025-06-18","capabilities":{"tools":{"listChanged":false},"roots":{"listChanged":false}},"serverInfo":{"name":"redis-mcp-server","version":"1.0.0"}}
2025-11-08T16:16:26.202Z | redis_connection_test | {"host":"localhost","port":6379,"hasPassword":false} | SUCCESS | RESPONSE: {"status":"success"}
2025-11-08T16:16:26.202Z | notifications/initialized | {} | SUCCESS | RESPONSE: null
